EXIO3,year,Country Area,Land Use,Pourcentage
PT,1962,91500.0,73006.788204,79.78883956721312
RO,1962,230340.0,209701.91252,91.0401634627073
SE,1962,407339.7,312728.294994,76.77334052978387
TR,1962,769630.0,591879.015,76.90435858789289
TW,1962,35410.0,8869.999844,25.04942062694154
US,1962,9158960.0,7401626.0,80.81295256229966
WA,1962,7292138.74,5427045.0,74.42322744396934
WE,1962,130315.25,42141.679932,32.33825659851783
WF,1962,23963525.0,14180670.0,59.1760602832847
WL,1962,10213223.61,7507962.0,73.51216703655429
WM,1962,6459790.0,2101776.0,32.53628987939236
ZA,1962,1213090.0,1165771.0,96.09930013436761
AT,1963,82520.0,68154.262384,82.5912050218129
AU,1963,7682300.0,5910517.0,76.93681579735235
BE,1963,29929.41,21491.420234,71.80702938681385
BG,1963,110630.0,91865.142031,83.03818316098707
BR,1963,8358140.0,7632046.0,91.31273225861256
CA,1963,8965590.0,4086632.0,45.58129470564681
CH,1963,39528.0,28320.579954,71.64688310564662
CN,1963,9424700.0,6494525.355,68.90962423207105
CY,1963,9240.0,4913.159898,53.17272616883117
DE,1963,349130.0,294647.559185,84.394798265689
DK,1963,40000.0,35368.81924,88.4220481
ES,1963,499780.0,473468.392031,94.73536196546479
FI,1963,304590.0,246078.125351,80.78995546505138
FR,1963,547566.0,473766.934844,86.52234339677773
GB,1963,241930.0,221102.70125,91.39118805026247
GR,1963,128900.0,127248.774218,98.71898698060512
HU,1963,90030.0,84181.831135,93.5041998611574
ID,1963,1811570.0,1453401.0,80.22880705686228
IE,1963,68890.0,52318.082188,75.94437826680215
IN,1963,2973190.0,2468740.0,83.03337492726668
IT,1963,294110.0,260411.509531,88.54221533813879
JP,1963,366700.0,303375.077637,82.73113652495228
KR,1963,96460.0,82657.988691,85.69146660895709
LU,1963,2574.46,2107.030001,81.84357111782666
MT,1963,320.0,162.290002,50.715625624999994
MX,1963,1943950.0,1707350.0,87.82890506443067
NL,1963,33760.0,25495.920505,75.52109154324644
NO,1963,365244.0,131520.74212,36.009008257493626
PL,1963,306290.0,293869.666357,95.94491049560874
PT,1963,91500.0,73021.058394,79.8044354032787
RO,1963,230340.0,209844.070938,91.1018802370409
SE,1963,407339.7,312646.566524,76.75327657088175
TR,1963,769630.0,594356.756094,77.22629784363914
TW,1963,35410.0,8900.010234,25.134171798926854
US,1963,9158960.0,7393588.0,80.72519150645925
WA,1963,7292138.74,5432150.0,74.4932343401903
WE,1963,130315.25,42145.750621,32.341380322717406
WF,1963,23963525.0,14181760.0,59.18060886284468
WL,1963,10213223.61,7489941.0,73.33571931849634
WM,1963,6459790.0,2102514.0,32.5477143993845
ZA,1963,1213090.0,1158373.0,95.48945255504537
AT,1964,82520.0,68121.640771,82.55167325618032
AU,1964,7682300.0,5926910.0,77.15020241333976
BE,1964,29940.03,21468.759796,71.70587269284633
BG,1964,110630.0,92129.139551,83.27681420139203
BR,1964,8358140.0,7632321.0,91.31602246432819
CA,1964,8965590.0,4087651.0,45.592660382640744
CH,1964,39528.0,28286.479553,71.56061412922486
CN,1964,9424700.0,6500409.1375,68.97205361974386
CY,1964,9240.0,4897.259907,53.00064834415584
DE,1964,349130.0,294864.26653,84.45686893993641
DK,1964,40000.0,35224.171069,88.06042767250001
ES,1964,499780.0,471927.215703,94.42699101664734
FI,1964,304590.0,246083.124954,80.79159688564957
FR,1964,547566.0,472600.826797,86.30938129777964
GB,1964,241930.0,220770.551172,91.2538962394081
GR,1964,128900.0,126948.768593,98.48624405973624
HU,1964,90030.0,84150.09167,93.46894554037543
ID,1964,1811570.0,1453430.2875,80.23042374846128
IE,1964,68890.0,52644.290039,76.41789815502976
IN,1964,2973190.0,2471184.0,83.11557619930109
IT,1964,294110.0,260123.682499,88.44435160280166
JP,1964,366700.0,303381.202031,82.73280666239432
KR,1964,96460.0,82709.351623,85.7447145168982
LU,1964,2574.46,2108.069982,81.88396720088873
MT,1964,320.0,152.480001,47.6500003125
MX,1964,1943950.0,1707976.0,87.86110753877415
NL,1964,33760.0,25343.959028,75.07096868483413
NO,1964,365244.0,131493.906313,36.00166089326588
PL,1964,306290.0,293329.673413,95.76860929609194
PT,1964,91500.0,73035.378877,79.82008620437158
RO,1964,230340.0,209915.433809,91.13286177346531
SE,1964,407339.7,312630.93306,76.74943862825057
TR,1964,769630.0,594084.170625,77.19088011447059
TW,1964,35410.0,8929.999883,25.21886439706298
US,1964,9158960.0,7386012.0,80.64247469144968
WA,1964,7292138.74,5441068.0,74.61553042256023
WE,1964,130315.25,42133.54854,32.33201681307445
WF,1964,23963525.0,14185180.0,59.1948805528402
WL,1964,10213223.61,7476843.0,73.20747381540978
WM,1964,6459790.0,2100145.0,32.51104138060216
ZA,1964,1213090.0,1150427.0,94.83443108095854
AT,1965,82520.0,68091.699124,82.51538914687349
AU,1965,7682300.0,5955281.0,77.51950587714617
BE,1965,29950.65,21446.08991,71.6047561906002
BG,1965,110630.0,92200.639756,83.34144423393293
BR,1965,8358140.0,7632659.0,91.3200664262623
CA,1965,8965590.0,4088674.0,45.604070674657216
CH,1965,39528.0,28252.650458,71.4750315168994
CN,1965,9424700.0,6508512.0,69.05802837225588
CY,1965,9240.0,4889.320012,52.91471874458875
DE,1965,349130.0,295160.312378,84.54166424483718
DK,1965,40000.0,34973.039609,87.4325990225
ES,1965,499780.0,471693.7525,94.38027782224178
FI,1965,304590.0,246087.353782,80.79298525296299
FR,1965,547566.0,472091.123672,86.21629605782682
GB,1965,241930.0,219882.775313,90.88694056669284
GR,1965,128900.0,123818.771446,96.05800732816137
HU,1965,90020.0,83980.929107,93.29141202732727
ID,1965,1811570.0,1453494.0,80.2339407254481
IE,1965,68890.0,53014.950293,76.95594468427929
IN,1965,2973190.0,2473232.0,83.18445844362452
IT,1965,294110.0,259992.010195,88.39958185542825
JP,1965,366700.0,303365.311231,82.72847320179984
KR,1965,96460.0,82763.871882,85.8012356230562
LU,1965,2574.46,2109.129994,81.92514135003069
MT,1965,320.0,142.689999,44.590624687500004
MX,1965,1943950.0,1708582.0,87.8922811800715
NL,1965,33760.0,25260.720127,74.82440795912322
NO,1965,365244.0,131470.093699,35.995141247768615
PL,1965,306290.0,291489.664253,95.16786844265238
PT,1965,91500.0,73049.771372,79.83581570710383
RO,1965,230340.0,210110.727773,91.21764685812278
SE,1965,407339.7,312593.016938,76.74013039681621
TR,1965,769630.0,594098.13,77.19269389187012
TW,1965,35410.0,8960.00002,25.30358661395086
US,1965,9158960.0,7380860.0,80.58622376339672
WA,1965,7292138.74,5452910.0,74.77792448035622
WE,1965,130315.25,42162.099598,32.353926035517716
WF,1965,23963525.0,14190270.0,59.21612116748266
WL,1965,10213223.61,7465988.0,73.1011900365119
WM,1965,6459790.0,2098051.0,32.47862546615293
ZA,1965,1213090.0,1143278.0,94.24510959615527
AT,1966,82520.0,67953.081047,82.34740795807078
AU,1966,7682300.0,5960318.0,77.58507217890475
BE,1966,29961.27,21423.449836,71.5038108731706
BG,1966,110630.0,92231.461338,83.36930429178342
BR,1966,8358140.0,7633065.0,91.32492396633701
CA,1966,8965590.0,4088931.0,45.606937189855884
CH,1966,39528.0,28230.130128,71.4180584092289
CN,1966,9424700.0,6516457.03,69.14232845607818
CY,1966,9240.0,4873.449985,52.74296520562771
DE,1966,349130.0,295148.558233,84.5382975490505
DK,1966,40000.0,34930.260188,87.32565047
ES,1966,499780.0,469606.520156,93.96264759614229
FI,1966,304590.0,246092.124797,80.79455162579204
FR,1966,547566.0,471364.264023,86.08355230657126
GB,1966,241930.0,219620.30707,90.77845123382798
GR,1966,128900.0,127938.772109,99.25428402560124
HU,1966,90010.0,83812.48021,93.11463194089545
ID,1966,1811570.0,1453540.0,80.23647995937226
IE,1966,68890.0,53370.410703,77.47192727972129
IN,1966,2973190.0,2474794.0,83.2369946084845
IT,1966,294110.0,259782.862744,88.3284698731767
JP,1966,366700.0,303300.592622,82.71082427652033
KR,1966,96460.0,82788.719678,85.82699531204644
LU,1966,2574.46,2110.16998,81.96553762730827
MT,1966,320.0,142.689999,44.590624687500004
MX,1966,1943950.0,1709201.0,87.92412356284883
NL,1966,33760.0,25267.060177,74.84318772808057
NO,1966,365244.0,131452.241994,35.99025363702073
PL,1966,306290.0,291499.669358,95.17113498906265
PT,1966,91500.0,73064.191352,79.85157524808743
RO,1966,230340.0,210287.299395,91.29430380958583
SE,1966,407339.7,312572.606659,76.73511976834077
TR,1966,769630.0,594757.279375,77.2783388608812
TW,1966,35410.0,8989.99002,25.388280203332393
US,1966,9158960.0,7352643.0,80.27814293325879
WA,1966,7292138.74,5459183.0,74.86394862531098
WE,1966,130315.25,42174.409973,32.36337264671633
WF,1966,23963525.0,14194810.0,59.235066627301286
WL,1966,10213223.61,7459834.0,73.0409348199907
WM,1966,6459790.0,2097243.069,32.46611838774945
ZA,1966,1213090.0,1142124.0,94.14998062798308
AT,1967,82520.0,67878.280172,82.25676220552593
AU,1967,7682300.0,5977083.0225,77.80330138760527
BE,1967,29971.89,21400.79983,71.40290395433856
BG,1967,110630.0,92442.929932,83.56045370333544
BR,1967,8358140.0,7633538.0,91.33058312016789
CA,1967,8965590.0,4088615.0,45.603412603074645
CH,1967,39528.0,28203.92858,71.35177236389394
CN,1967,9424700.0,6524662.045,69.22938708924421
CY,1967,9240.0,4881.409978,52.82911231601731
DE,1967,349130.0,294686.176748,84.40585934981239
DK,1967,40000.0,34901.780466,87.25445116499999
ES,1967,499780.0,470474.161094,94.13625216975468
FI,1967,304590.0,246095.900775,80.7957913178371
FR,1967,547566.0,470355.966445,85.89941056329283
GB,1967,241930.0,219650.292188,90.79084536353491
GR,1967,128900.0,128168.76375,99.43271043444531
HU,1967,90000.0,83726.278032,93.02919781333333
ID,1967,1811570.0,1453573.0,80.23830158370916
IE,1967,68890.0,53595.229531,77.79827192771084
IN,1967,2973190.0,2476024.0,83.27836431576858
IT,1967,294110.0,259627.761816,88.27573418652885
JP,1967,366700.0,303266.704512,82.70158290482684
KR,1967,96460.0,82803.269439,85.84207903690648
LU,1967,2574.46,2111.229981,82.00671134917613
MT,1967,320.0,142.689999,44.590624687500004
MX,1967,1943950.0,1709854.0,87.95771496180457
NL,1967,33760.0,25216.42131,74.69319108412323
NO,1967,365244.0,131437.382965,35.98618538976684
PL,1967,306290.0,290219.672043,94.75323126546738
PT,1967,91500.0,73078.68126,79.86741121311475
RO,1967,230340.0,210299.379941,91.29954846791699
SE,1967,407339.7,312567.935132,76.73397293021034
TR,1967,769630.0,594112.089453,77.19450767940438
TW,1967,35410.0,9020.00002,25.473030273933915
US,1967,9158960.0,7324671.0,79.97273707931905
WA,1967,7292138.74,5464400.0,74.93549142209545
WE,1967,130315.25,42190.890693,32.37601945512901
WF,1967,23963525.0,14199520.0,59.25472149861091
WL,1967,10213223.61,7448045.0,72.92550603423047
WM,1967,6459790.0,2098475.0,32.48518914701562
ZA,1967,1213090.0,1140416.0,94.00918316035909
AT,1968,82520.0,67845.430639,82.2169542401842
AU,1968,7682300.0,6138653.8525,79.9064583848587
BE,1968,29982.52,21378.130321,71.30197969016614
BG,1968,110630.0,92506.21125,83.61765456928501
BR,1968,8358140.0,7634082.0,91.33709174529261
CA,1968,8965590.0,4088299.0,45.599888016293406
CH,1968,39528.0,28193.71992,71.3259459623558
CN,1968,9424700.0,6533116.1325,69.31908848557514
CY,1968,9240.0,4881.429967,52.82932864718615
DE,1968,349130.0,294198.66024,84.26622181995245
DK,1968,40000.0,34859.119886,87.14779971499999
ES,1968,499780.0,469617.939063,93.96493238284846
FI,1968,304590.0,246099.343328,80.79692154305788
FR,1968,547566.0,468295.342578,85.52308627233977
GB,1968,241930.0,218693.588789,90.39539899516389
GR,1968,128900.0,128468.767696,99.66545205275408
HU,1968,89990.0,83652.780334,92.9578623558173
ID,1968,1811570.0,1453685.0,80.24448406630712
IE,1968,68890.0,53753.701026,78.02830748439541
IN,1968,2973190.0,2478507.0,83.36187731022908
IT,1968,294110.0,259484.793301,88.22712362755432
JP,1968,366700.0,303243.108716,82.69514827270248
KR,1968,96460.0,82808.19116,85.84718138088327
LU,1968,2574.46,2112.27999,82.04749695081688
MT,1968,320.0,142.689999,44.590624687500004
MX,1968,1943950.0,1710466.0,87.98919725301576
NL,1968,33760.0,25161.120687,74.52938592120852
NO,1968,365244.0,131419.562479,35.98130632645574
PL,1968,306290.0,289799.680125,94.61610895719744
PT,1968,91500.0,73083.520114,79.87269957814208
RO,1968,230340.0,210844.549883,91.53622900191021
SE,1968,407339.7,312543.322312,76.7279305974841
TR,1968,769630.0,595170.969453,77.33209067383028
TW,1968,35410.0,9000.00002,25.416549053939566
US,1968,9158960.0,7368924.0,80.4559032903299
WA,1968,7292138.74,5465991.0,74.95730943813611
WE,1968,130315.25,42174.409666,32.36337241113377
WF,1968,23963525.0,14210230.0,59.29941442254426
WL,1968,10213223.61,7440215.0,72.84884071974216
WM,1968,6459790.0,2099853.0,32.50652110981936
ZA,1968,1213090.0,1139055.0,93.89699033047836
AT,1969,82520.0,67826.859522,82.19444925109065
AU,1969,7682300.0,6120246.6925,79.66685357900629
BE,1969,29993.14,21355.479728,71.20121377088226
BG,1969,110630.0,93015.773281,84.0782547961674
BR,1969,8358140.0,7634701.0,91.34449769924888
CA,1969,8965590.0,4087983.0,45.59636342951217
CH,1969,39528.0,28198.630491,71.33836898148148
CN,1969,9424700.0,6544337.0,69.43814657230469
CY,1969,9240.0,4865.579962,52.6577917965368
DE,1969,349130.0,294080.582007,84.23240111333887
DK,1969,40000.0,34675.179443,86.6879486075
ES,1969,499780.0,471037.837344,94.24903704509984
FI,1969,304590.0,246067.54684,80.78648243212187
FR,1969,547566.0,468272.772148,85.51896431626507
GB,1969,241930.0,218351.096484,90.25383230025214
GR,1969,128900.0,128478.769531,99.67321142823894
HU,1969,89990.0,83558.880069,92.85351713412602
ID,1969,1811570.0,1453800.0,80.25083215111754
IE,1969,68890.0,53856.238125,78.17714925968936
IN,1969,2973190.0,2475957.0,83.2761108439084
IT,1969,294110.0,258725.54165,87.9689713542552
JP,1969,366700.0,303162.014478,82.67303367275701
KR,1969,96460.0,82803.968833,85.84280409807175
LU,1969,2574.46,2113.340009,82.08867137186051
MT,1969,320.0,142.689999,44.590624687500004
MX,1969,1943950.0,1711104.0,88.02201702718692
NL,1969,33760.0,25031.179872,74.14449014218009
NO,1969,365244.0,131395.820218,35.97480594287654
PL,1969,306290.0,287599.666023,93.89783082144373
PT,1969,91500.0,73107.799349,79.89923426120218
RO,1969,230340.0,210828.109043,91.5290913618998
SE,1969,407339.7,312552.449877,76.73017137219868
TR,1969,769630.0,598971.399453,77.82589029182854
TW,1969,35410.0,9150.010234,25.840187048856254
US,1969,9158960.0,7436300.0,81.19153266309712
WA,1969,7292138.74,5457454.0,74.84023816036171
WE,1969,130315.25,42153.910558,32.347642012734504
WF,1969,23963525.0,14217210.0,59.3285420237632
WL,1969,10213223.61,7425567.0,72.7054188134044
WM,1969,6459790.0,2101114.0,32.52604186823411
ZA,1969,1213090.0,1137637.0,93.78009875606921
AT,1970,82520.0,67792.469584,82.15277458070771
AU,1970,7682300.0,6002545.0,78.13473829452117
BE,1970,30003.76,21332.829554,71.10052058142045
BG,1970,110630.0,92971.446992,84.03818764530418
BR,1970,8358140.0,7635398.0,91.35283687518994
CA,1970,8965590.0,4087668.0,45.592849996486564
CH,1970,39528.0,28147.919891,71.21007865563652
CN,1970,9424700.0,6555916.0,69.56100459431069
CY,1970,9240.0,4857.660086,52.57207885281385
DE,1970,349130.0,293212.458328,83.98374769512787
DK,1970,40000.0,34562.729128,86.40682282
ES,1970,499780.0,469465.7375,93.93447867061506
FI,1970,304590.0,246057.12525,80.7830609179553
FR,1970,547566.0,465265.989258,84.9698464218012
GB,1970,241930.0,214449.275352,88.64104300913488
GR,1970,128900.0,128588.768555,99.75854814197052
HU,1970,89980.0,83473.188779,92.76860277728385
ID,1970,1811570.0,1453843.0,80.25320578282926
IE,1970,68890.0,53686.499189,77.93075800406444
IN,1970,2973190.0,2477114.0,83.31502527588214
IT,1970,294110.0,258448.140957,87.87465266634932
JP,1970,366700.0,303186.234104,82.67963842487046
KR,1970,96460.0,82794.909999,85.83341281256479
LU,1970,2574.46,2114.389965,82.12945491481707
MT,1970,320.0,142.689999,44.590624687500004
MX,1970,1943950.0,1717242.0,88.33776588904036
NL,1970,33760.0,24898.639509,73.75189428021328
NO,1970,365244.0,131301.101515,35.94887294931607
PL,1970,306290.0,287459.669805,93.85212374057267
PT,1970,91500.0,73122.460765,79.91525766666666
RO,1970,230340.0,210672.514278,91.46154132065642
SE,1970,407339.7,312555.439487,76.73090530753569
TR,1970,769630.0,597249.742188,77.60219094733833
TW,1970,35410.0,9050.00002,25.557752103925445
US,1970,9158960.0,7421220.0,81.02688514853214
WA,1970,7292138.74,5463900.0,74.92863472315119
WE,1970,130315.25,40955.680977,31.428156702304605
WF,1970,23963525.0,14213530.0,59.31318535148731
WL,1970,10213223.61,7420361.0,72.65444568093619
WM,1970,6459790.0,2101969.0,32.53927759261524
ZA,1970,1213090.0,1136224.0,93.66361935223273
AT,1971,82520.0,67759.320397,82.11260348642755
AU,1971,7682300.0,6043276.685,78.6649399919295
BE,1971,30014.38,21310.179783,70.99989999127085
BG,1971,110630.0,92967.763438,84.03485802946759
BR,1971,8358140.0,7636127.91,91.36156979902228
CA,1971,8965590.0,4087346.0,45.589258487171506
CH,1971,39528.0,28116.321011,71.13013815776159
CN,1971,9424700.0,6568059.0,69.68984689167824
CY,1971,9240.0,4841.840052,52.40086636363636
DE,1971,349130.0,292949.760003,83.90850399650559
DK,1971,40000.0,34395.140121,85.9878503025
ES,1971,499780.0,471654.273281,94.3723785027412
FI,1971,304590.0,246052.046613,80.78139354968975
FR,1971,547566.0,465825.258047,85.0719836598693
GB,1971,241930.0,214405.72625,88.62304230562559
GR,1971,128900.0,128588.773399,99.75855189992242
HU,1971,89970.0,83344.121531,92.63545796487718
ID,1971,1811570.0,1453968.0,80.26010587501449
IE,1971,68890.0,53918.857998,78.26804760923211
IN,1971,2973190.0,2476068.0,83.27984420773647
IT,1971,294110.0,244686.146006,83.19545272381082
JP,1971,366700.0,303103.453586,82.65706397218435
KR,1971,96460.0,82777.851734,85.8157285237404
LU,1971,2574.46,2115.45997,82.17101722302928
