ISO3,Item Code,Item,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021
LBN,885,"Cream, fresh",t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.22,112.43,168.65,224.86,281.08,337.3,393.51,449.73,505.95,562.16,618.38,674.59,730.81,699.09,712.02,629.51,700.9,921.94,646.31,740.42,1006.67,992.12,1209.44,1184.54,1065.75,960.54,923.72,1136.78,1156.61,1058.12,1108.56
LBN,1186,Raw silk (not thrown),t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,888,Skim milk of cows,t,3992.34,4037.33,4082.32,4127.3,4172.29,4217.28,4262.26,4307.25,4352.24,4397.23,4442.21,4487.2,4532.19,4577.18,4622.16,4667.15,4712.14,4757.13,4802.11,4847.1,4892.09,4937.07,4982.06,5027.05,5072.04,5117.02,5162.01,5207.0,5251.99,5296.97,5341.96,5386.95,5431.94,5476.92,5521.91,5566.9,5611.88,5656.87,5701.86,5746.85,5791.83,5836.82,5881.81,5926.8,5971.78,6016.77,6061.76,6106.75,6151.73,6196.72,6241.71,6286.69,6331.68,7107.23,6394.49,5763.25,5542.32,6820.67,6939.68,6348.75,6651.35
LBN,894,"Whole milk, evaporated",t,808.18,880.9,1000.48,1284.2,1328.52,1298.52,1133.72,1211.6,1236.32,1340.26,1320.12,1340.28,1185.52,1318.0,1156.0,1000.0,900.0,1200.0,1502.0,1807.3,1813.0,1765.0,1548.0,1440.0,1280.0,1268.0,1261.74,1264.62,1303.9,1862.0,2519.88,2624.0,2734.0,2942.0,3046.0,3152.9,2839.62,2906.04,3022.8,3183.5,3348.2,3876.16,3897.66,3728.5,3797.42,3357.38,3738.16,4917.0,3447.0,3950.83,5370.17,5289.12,6451.86,6319.04,5685.35,5124.09,4927.67,6064.23,6169.92,5644.53,5913.57
LBN,1745,Cheese (All Kinds),t,4971.0,5745.0,6597.0,8008.0,8046.0,7697.0,7042.0,7011.0,7079.0,7426.0,7299.0,7397.0,6672.0,7221.0,6166.0,5133.0,4433.0,6340.0,8345.0,10736.0,10835.0,10561.0,9421.0,8718.0,7828.0,7350.0,6943.0,7015.0,7325.0,9872.0,13239.0,13897.0,14388.0,15373.0,16101.0,17317.0,14978.0,14974.0,15494.0,16071.0,16665.0,18801.0,18608.0,17796.0,18356.0,15659.0,18014.0,21863.0,15234.0,15382.0,20644.0,20345.0,24926.0,25208.0,22848.0,22358.0,21801.0,25293.0,25891.0,23997.0,24928.0
LBN,1816,Evaporated & Condensed Milk,t,808.0,881.0,1000.0,1284.0,1329.0,1299.0,1134.0,1212.0,1236.0,1340.0,1320.0,1340.0,1186.0,1318.0,1156.0,1000.0,900.0,1200.0,1502.0,1807.0,1813.0,1765.0,1548.0,1440.0,1280.0,1268.0,1262.0,1265.0,1304.0,1862.0,2520.0,2624.0,2734.0,2942.0,3046.0,3153.0,2840.0,2906.0,3023.0,3184.0,3348.0,3876.0,3898.0,3729.0,3797.0,3357.0,3738.0,4917.0,3447.0,3951.0,5370.0,5289.0,6452.0,6319.0,5685.0,5124.0,4928.0,6064.0,6170.0,5645.0,5914.0
LSO,899,"Buttermilk, dry",t,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38
LSO,1809,"Skim Milk & Buttermilk, Dry",t,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
LBR,899,"Buttermilk, dry",t,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.9,4.89,4.87,4.93,4.89,4.79,5.12,4.75,4.5,6.11,3.64,3.74,4.46,3.24,3.02,6.11,8.77
LBR,1809,"Skim Milk & Buttermilk, Dry",t,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.98,5.03,5.0,4.91,5.19,4.89,4.67,6.0,4.0,4.0,4.0,3.0,3.0,6.0,9.0
