EXIO3,EXIOBASE product code,ISO3,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021
DK,0,DNK,24488543.0,25436613.0,25224239.0,26035727.0,25960679.0,26287170.0,26778001.0,26786425.0,25615891.0,25551543.0,26218957.0,25948706.0,26347590.0,28165540.0,27074789.0,26820192.0,29082482.0,29746926.0,31111864.0,31037974.0,31472715.0,32769415.0,32011703.0,35416158.0,34831351.0,35717960.0,34020197.0,34699046.0,35596121.0,37330151.0,37339861.0,36091699.0,38663715.0,37398682.0,38355896.0,38213347.0,38812170.0,39701931.0,39247359.0,39371549.0,39943954.0,39819146.0,40189563.0,40886393.0,40317834.0,38915255.0,39672439.0,39772028.0,39528292.0,39270649.0,40051660.0,39856347.0,39084663.0,40018172.0,40401016.0,39455422.0,40503094.0,33082167.0,36018873.0,36766933.0,36891903.0
DK,p01.b,DNK,102798.0,152517.0,117009.0,128233.0,133518.0,94845.0,99543.0,110091.0,101471.0,121374.0,138595.0,140255.0,128421.0,140102.0,123005.0,140336.0,143435.0,152147.0,139703.0,154502.0,197698.0,285848.0,366577.0,579259.0,467069.0,515635.0,541092.0,492712.0,763579.0,936289.0,869134.0,848567.0,1026424.0,882240.0,1089066.0,1126780.0,1175794.0,1167191.0,1058810.0,1111547.0,1104564.0,960642.0,1113432.0,1126959.0,1157439.0,1137166.0,1070285.0,1188582.0,1406869.0,1198340.0,1144129.0,1071683.0,981711.0,1220460.0,1191093.0,995044.0,1144863.0,0.0,0.0,0.0,0.0
DK,p01.c,DNK,975223.0,1048675.0,1003564.0,1127904.0,1116234.0,1084166.0,1112722.0,1227604.0,1232220.0,1112150.0,1251776.0,1259755.0,1187760.0,1301408.0,1120782.0,1044537.0,1337680.0,1353540.0,1398782.0,1261528.0,1266441.0,1335400.0,963078.0,1377489.0,1204747.0,1167128.0,991376.0,1189115.0,1119283.0,1139790.0,1110398.0,678193.0,775915.0,820107.0,919625.0,890311.0,919083.0,894311.0,853348.0,932642.0,944134.0,934598.0,852901.0,821621.0,857650.0,748515.0,722627.0,799824.0,833641.0,755271.0,791860.0,988314.0,1001868.0,951161.0,1030545.0,1001209.0,1057806.0,0.0,0.0,0.0,0.0
DK,p01.d,DNK,555640.0,469245.0,522709.0,497577.0,410951.0,425719.0,411609.0,430777.0,377318.0,500088.0,398479.0,359183.0,363720.0,407923.0,341526.0,319968.0,440526.0,415348.0,412655.0,405529.0,442908.0,519904.0,428143.0,590397.0,683749.0,689338.0,594304.0,676505.0,668067.0,739915.0,678551.0,734378.0,782183.0,628256.0,609004.0,632045.0,649570.0,622921.0,584064.0,592758.0,558526.0,561041.0,554358.0,601278.0,575963.0,508311.0,569954.0,588270.0,583743.0,510787.0,601165.0,578314.0,586083.0,603369.0,633385.0,692905.0,758602.0,0.0,0.0,0.0,0.0
DK,p01.e,DNK,25901.0,36166.0,17438.0,27990.0,29580.0,22402.0,28015.0,25398.0,18869.0,17450.0,29637.0,29641.0,52322.0,74770.0,64616.0,41549.0,43787.0,45978.0,71304.0,92976.0,125569.0,161283.0,149282.0,226218.0,257599.0,291812.0,262335.0,237656.0,308557.0,373203.0,341498.0,191231.0,196359.0,174758.0,147823.0,118941.0,138098.0,169399.0,195398.0,139307.0,99611.0,102543.0,166567.0,220119.0,160912.0,204423.0,276782.0,295924.0,299791.0,272712.0,239090.0,227944.0,323411.0,333397.0,388446.0,238091.0,349100.0,0.0,0.0,0.0,0.0
DK,p01.f,DNK,65814.0,67840.0,122395.0,148566.0,88711.0,101713.0,100771.0,101195.0,94600.0,89370.0,94176.0,102031.0,118749.0,126758.0,147938.0,142209.0,166906.0,143959.0,145658.0,141800.0,151928.0,170736.0,123259.0,170266.0,165608.0,150528.0,123998.0,159185.0,155869.0,166444.0,152220.0,140107.0,171238.0,147833.0,147442.0,144349.0,158624.0,164214.0,166924.0,157577.0,148345.0,159472.0,134611.0,133259.0,130150.0,109025.0,106250.0,103042.0,89427.0,113491.0,127219.0,130593.0,108356.0,125891.0,79924.0,110730.0,115639.0,0.0,0.0,0.0,0.0
DK,p01.h,DNK,130.0,387.0,467.0,337.0,250.0,596.0,798.0,750.0,674.0,869.0,802.0,1339.0,2756.0,1963.0,1921.0,972.0,293.0,1921.0,3206.0,2813.0,2574.0,2500.0,2274.0,2391.0,3217.0,2174.0,3189.0,2174.0,3517.0,1832.0,450.0,109.0,280.0,391.0,1465.0,148.0,74.0,280.0,89.0,87.0,163.0,156.0,145.0,87.0,87.0,109.0,87.0,109.0,98.0,102.0,103.0,103.0,101.0,103.0,109.0,124.0,112.0,0.0,0.0,0.0,0.0
DK,p01.k,DNK,157476.0,140808.0,132847.0,124140.0,111950.0,111950.0,110581.0,106601.0,111701.0,107136.0,93212.0,91408.0,90831.0,91052.0,93416.0,88067.0,84833.0,88067.0,95157.0,94784.0,97881.0,102745.0,100257.0,99635.0,99138.0,101128.0,95157.0,98764.0,101998.0,102496.0,104486.0,109711.0,108342.0,112074.0,117920.0,109213.0,105855.0,104362.0,97272.0,92421.0,100365.0,101501.0,100755.0,103242.0,99262.0,95779.0,97023.0,100755.0,91975.0,95003.0,97749.0,99733.0,102035.0,102068.0,104613.0,107236.0,109336.0,0.0,0.0,0.0,0.0
DK,p01.n,DNK,4597642.0,4456982.0,4233094.0,4355442.0,4466970.0,4415784.0,4322316.0,4267800.0,4055148.0,3728718.0,3667960.0,3858140.0,3936294.0,4009952.0,4093600.0,4198970.0,4276790.0,4430932.0,4348950.0,4258894.0,4192310.0,4342126.0,4516908.0,4356274.0,4243580.0,4253568.0,4044660.0,3944450.0,3951192.0,3946698.0,3861886.0,3666046.0,3712404.0,3697256.0,3891850.0,3907830.0,3855062.0,3884858.0,3874538.0,3928304.0,3789476.0,3820272.0,3891016.0,3802792.0,3815278.0,3851066.0,3870210.0,3928470.0,4006708.0,4086108.0,4062056.0,4157370.0,4248674.0,4320568.0,4458040.0,4540180.0,4625242.0,2336774.0,2336691.0,2357915.0,2348759.0
EE,0,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332040.0,3921134.0,3298694.0,3141649.0,2948004.0,2909339.0,2759783.0,2628642.0,2873432.0,2756528.0,2666828.0,2586772.0,2701203.0,2892220.0,2749347.0,3141663.0,3028079.0,3101444.0,2937425.0,3120217.0,3311459.0,3414500.0,3555133.0,4103959.0,3318543.0,3617144.0,2887084.0,3710328.0,3732731.0,3382431.0
EE,p01.b,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21173.0,25009.0,13521.0,18260.0,23979.0,26332.0,27949.0,20942.0,34767.0,31499.0,35150.0,34313.0,46569.0,62383.0,52006.0,81879.0,81115.0,81119.0,77586.0,85354.0,114792.0,96343.0,145769.0,192449.0,107887.0,168923.0,0.0,0.0,0.0,0.0
EE,p01.c,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109836.0,145020.0,90381.0,87880.0,105598.0,108824.0,91785.0,62633.0,109423.0,84108.0,75113.0,70713.0,79953.0,96404.0,77844.0,106606.0,104672.0,104224.0,69002.0,81079.0,101011.0,110565.0,120370.0,143449.0,94323.0,118583.0,0.0,0.0,0.0,0.0
EE,p01.d,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217260.0,187957.0,181606.0,178263.0,158816.0,152256.0,109676.0,128665.0,157336.0,131344.0,92944.0,92450.0,71509.0,89718.0,65906.0,80208.0,58790.0,67656.0,74273.0,79586.0,65776.0,73499.0,70921.0,103909.0,101773.0,84117.0,0.0,0.0,0.0,0.0
EE,p01.e,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,847.0,1063.0,3332.0,4720.0,4561.0,8425.0,14036.0,18170.0,19457.0,30069.0,32577.0,32298.0,39143.0,39839.0,62760.0,52340.0,64014.0,61669.0,67839.0,74219.0,81867.0,78302.0,92338.0,48219.0,77737.0,0.0,0.0,0.0,0.0
EE,p01.f,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,236.0,499.0,598.0,112.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,p01.k,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35202.0,26681.0,27940.0,25398.0,23385.0,22987.0,23727.0,21407.0,19642.0,21510.0,19463.0,18082.0,17806.0,16249.0,14198.0,12250.0,11388.0,13470.0,14138.0,14194.0,13372.0,14180.0,14964.0,15479.0,15057.0,15717.0,0.0,0.0,0.0,0.0
EE,p01.l,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,205.0,175.0,30.0,76.0,152.0,46.0,122.0,46.0,76.0,76.0,152.0,46.0,46.0,58.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0
EE,p01.n,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764850.0,671492.0,642070.0,588050.0,561430.0,596706.0,607238.0,521142.0,524090.0,569345.0,509124.0,508972.0,543040.0,558039.0,575970.0,576840.0,577836.0,558543.0,562666.0,576828.0,600342.0,642614.0,670174.0,651860.0,651870.0,658111.0,331953.0,341899.0,353343.0,349348.0
ES,0,ESP,78619696.0,78265461.0,91605079.0,86246136.0,85489314.0,93706279.0,88072735.0,94295369.0,93779499.0,100123788.0,101946192.0,110227068.0,123553312.0,124838624.0,124872664.0,121333529.0,116730136.0,132314143.0,140923551.0,146181481.0,133655901.0,148532784.0,136572007.0,155996473.0,151367012.0,150071500.0,167419204.0,153105693.0,162416232.0,171048905.0,162835912.0,167535786.0,159658952.0,151745247.0,141076140.0,178414039.0,192063007.0,188485824.0,188924357.0,203331880.0,203575896.0,204220268.0,223761966.0,211839118.0,192916970.0,208704556.0,206797021.0,206671589.0,202765579.0,209809594.0,216457629.0,191104678.0,228702831.0,210195580.0,220586310.0,234565744.0,225426670.0,242293640.0,219659315.0,241086352.0,240117983.0
ES,n.a.,ESP,285944.0,305944.0,256575.0,202521.0,224233.0,240809.0,178467.0,206458.0,162431.0,143963.0,112071.0,159729.0,125315.0,145224.0,143693.0,112972.0,124143.0,87477.0,114053.0,170630.0,185044.0,142972.0,108792.0,149008.0,184155.0,237476.0,228467.0,313421.0,171260.0,233692.0,234609.0,188758.0,81483.0,124053.0,91171.0,250179.0,330448.0,302611.0,349908.0,265404.0,286695.0,274327.0,265815.0,316743.0,309748.0,130701.0,114562.0,50208.0,71369.0,103682.0,164667.0,171801.0,130951.0,203782.0,173873.0,149188.0,178828.0,0.0,0.0,0.0,0.0
ES,p01.a,ESP,153886.0,153456.0,155880.0,155669.0,136731.0,146808.0,143084.0,141620.0,160534.0,149249.0,141137.0,135232.0,151148.0,143483.0,148098.0,158852.0,148294.0,156914.0,166987.0,169411.0,173635.0,157171.0,87600.0,172227.0,180773.0,194095.0,188992.0,198116.0,133628.0,223430.0,227538.0,216105.0,126352.0,159400.0,128857.0,287045.0,303309.0,311409.0,330493.0,323434.0,342635.0,320255.0,334364.0,345366.0,322286.0,283272.0,282910.0,260139.0,357341.0,362841.0,362738.0,351807.0,341208.0,336751.0,331246.0,326699.0,326613.0,0.0,0.0,0.0,0.0
ES,p01.b,ESP,814224.0,1141416.0,1152267.0,942823.0,1117604.0,1155971.0,1339041.0,1258755.0,1095579.0,962006.0,1290656.0,1080540.0,939579.0,1073933.0,1019059.0,1050629.0,962504.0,1138232.0,966814.0,1430339.0,807238.0,1044495.0,1010770.0,1433371.0,1261997.0,1040161.0,1371487.0,1542739.0,1295038.0,1130512.0,1294919.0,1031991.0,1177752.0,1018926.0,743341.0,1430576.0,1107489.0,1287483.0,1204000.0,1727354.0,1185977.0,1615697.0,1489689.0,1680722.0,953645.0,1307680.0,1524328.0,1590153.0,1137918.0,1407058.0,1628604.0,1229111.0,1834230.0,1532626.0,1506882.0,1864600.0,1154776.0,0.0,0.0,0.0,0.0
ES,p01.c,ESP,735555.0,818555.0,838250.0,790295.0,766007.0,795714.0,926927.0,1174594.0,1274579.0,1162333.0,1557201.0,1421254.0,1444092.0,1651963.0,1872832.0,1560768.0,1875073.0,2192155.0,1849845.0,2397812.0,1525511.0,1641846.0,1824602.0,2853401.0,2982978.0,2294215.0,2844060.0,3311564.0,2739828.0,2645009.0,2645519.0,1894065.0,2402506.0,2075471.0,1607866.0,3072678.0,2738772.0,3211071.0,2382473.0,3227088.0,2400019.0,2767846.0,2807805.0,3305101.0,1850791.0,2515771.0,3398343.0,3254940.0,2388718.0,2552441.0,2813390.0,2263600.0,3302528.0,2618719.0,2556105.0,3014874.0,2142976.0,0.0,0.0,0.0,0.0
ES,p01.d,ESP,11948352.0,11288343.0,13949828.0,12121431.0,12281631.0,13425302.0,11810516.0,12783729.0,12272501.0,13221929.0,12827524.0,14981530.0,17016378.0,16542343.0,16192833.0,15451718.0,13697888.0,16786434.0,18476158.0,17689369.0,16068540.0,18726037.0,15533683.0,18680125.0,17734103.0,18162371.0,20899023.0,16235679.0,19724461.0,20887401.0,18778195.0,20522400.0,18327160.0,17247112.0,15212295.0,20688887.0,24019349.0,20823384.0,21627241.0,23434845.0,24545040.0,23224316.0,27433255.0,24086154.0,22410819.0,25335281.0,23834637.0,23366356.0,24991292.0,25594979.0,25932797.0,21020786.0,28782232.0,24349788.0,25965706.0,27376825.0,26534147.0,0.0,0.0,0.0,0.0
ES,p01.e,ESP,20664.0,21937.0,21096.0,20820.0,18968.0,34312.0,38372.0,36071.0,32883.0,85474.0,118981.0,127074.0,162822.0,169498.0,222225.0,169828.0,206411.0,251332.0,267849.0,351918.0,195398.0,391409.0,381689.0,558602.0,466140.0,439528.0,505334.0,572098.0,477092.0,675097.0,515174.0,678228.0,650235.0,509020.0,316358.0,633969.0,680448.0,633710.0,355654.0,484696.0,451803.0,383921.0,379844.0,412798.0,199342.0,338843.0,387721.0,450738.0,456789.0,466561.0,580213.0,361503.0,579339.0,538307.0,472195.0,508556.0,509735.0,0.0,0.0,0.0,0.0
ES,p01.f,ESP,219207.0,180298.0,142827.0,172137.0,192141.0,207790.0,220809.0,232289.0,255171.0,273511.0,321962.0,260917.0,274074.0,202335.0,310797.0,491549.0,405044.0,403482.0,255626.0,341202.0,384749.0,440304.0,463891.0,392183.0,323635.0,374978.0,383414.0,429175.0,353410.0,354466.0,322066.0,348298.0,441634.0,400049.0,354951.0,390304.0,405220.0,422659.0,394140.0,378345.0,322095.0,389713.0,303611.0,341020.0,345441.0,275256.0,231338.0,187856.0,199073.0,166526.0,197331.0,163029.0,116322.0,175422.0,169856.0,142032.0,155175.0,0.0,0.0,0.0,0.0
ES,p01.g,ESP,5679.0,6010.0,4358.0,2234.0,1038.0,756.0,561.0,176.0,167.0,158.0,56.0,47.0,49.0,765.0,54.0,63.0,302.0,547.0,490.0,179.0,361.0,622.0,172.0,523.0,888.0,2987.0,994.0,265.0,317.0,385.0,292.0,3619.0,2025.0,912.0,4122.0,2800.0,5006.0,11300.0,8607.0,3535.0,1578.0,2142.0,1079.0,1485.0,906.0,16.0,11.0,11.0,11.0,1.0,1.0,1.0,6.0,35.0,62.0,183.0,424.0,0.0,0.0,0.0,0.0
ES,p01.h,ESP,130935.0,127092.0,121461.0,126752.0,136352.0,111718.0,128227.0,119116.0,95086.0,129894.0,147024.0,125013.0,139059.0,154083.0,162050.0,166948.0,139267.0,180221.0,175819.0,167312.0,180843.0,183888.0,180003.0,175419.0,210105.0,189354.0,161184.0,172789.0,198933.0,159021.0,153089.0,137307.0,140087.0,130379.0,123277.0,125333.0,131263.0,130490.0,124988.0,127287.0,121863.0,119202.0,116199.0,118441.0,115057.0,96079.0,84205.0,89625.0,100721.0,98669.0,104215.0,97989.0,88486.0,87999.0,87892.0,97759.0,100540.0,0.0,0.0,0.0,0.0
ES,p01.k,ESP,330721.0,368825.0,490776.0,448350.0,417971.0,479512.0,462955.0,505579.0,540515.0,589205.0,625414.0,710138.0,553474.0,614092.0,728577.0,783317.0,793447.0,738200.0,800366.0,850898.0,852639.0,892309.0,886108.0,803461.0,810278.0,861592.0,837501.0,851180.0,801200.0,832410.0,801158.0,782912.0,660019.0,744913.0,767904.0,689706.0,728700.0,701014.0,714697.0,828639.0,839850.0,922309.0,967644.0,1068829.0,887092.0,1034238.0,1031724.0,1016097.0,1037274.0,1014269.0,1021941.0,897198.0,926107.0,981559.0,1003862.0,1035507.0,1060702.0,0.0,0.0,0.0,0.0
ES,p01.l,ESP,304.0,304.0,456.0,456.0,456.0,456.0,304.0,456.0,608.0,1064.0,608.0,760.0,608.0,1216.0,304.0,2736.0,2736.0,5625.0,9425.0,6537.0,6525.0,5450.0,4485.0,3696.0,2736.0,912.0,912.0,912.0,912.0,760.0,608.0,456.0,912.0,1064.0,456.0,0.0,304.0,152.0,396.0,760.0,1064.0,152.0,456.0,760.0,456.0,475.0,608.0,2432.0,2736.0,2736.0,3040.0,3040.0,3040.0,3095.0,3466.0,3653.0,3405.0,0.0,0.0,0.0,0.0
ES,p01.n,ESP,3089932.0,3109009.0,3349000.0,3389901.0,3528026.0,3957581.0,3734583.0,4005876.0,4295478.0,4334521.0,4244983.0,4451377.0,4697808.0,4772820.0,4841661.0,5030558.0,5163152.0,5302516.0,5392996.0,5553693.0,5600232.0,5678732.0,5821554.0,5991816.0,5868855.0,5779972.0,5667634.0,5532804.0,5567148.0,5699529.0,6215754.0,5866675.0,5920095.0,5746909.0,5747225.0,5811305.0,5607761.0,5854523.0,6041468.0,5964358.0,6199399.0,6309674.0,6312469.0,6254924.0,6233648.0,6123429.0,6067899.0,6266993.0,6295078.0,6485727.0,6505210.0,6499444.0,6626182.0,6810462.0,6805302.0,7048066.0,6987378.0,3635382.0,3694878.0,3745605.0,3752996.0
FI,0,FIN,10044866.0,9848238.0,10800945.0,10741203.0,11308770.0,10626556.0,10948176.0,10902978.0,11442839.0,11729426.0,11937973.0,11684140.0,11111090.0,11565357.0,12098912.0,13088898.0,11802362.0,12142232.0,12427795.0,12870138.0,12058823.0,12998878.0,13819819.0,13522295.0,13230089.0,13286667.0,11691348.0,12241691.0,13199505.0,13799158.0,12498060.0,11718533.0,12047248.0,12256179.0,11997826.0,12180184.0,12574778.0,11338125.0,11655378.0,12564711.0,12432291.0,12906872.0,12748510.0,12671292.0,13146664.0,12793945.0,13141226.0,12973028.0,13086965.0,12019927.0,12579949.0,12086613.0,12693092.0,12847517.0,12668195.0,12670412.0,12491209.0,10836937.0,12023974.0,11541200.0,10808230.0
FI,p01.b,FIN,109130.0,99824.0,94022.0,109534.0,118581.0,87106.0,120026.0,122086.0,114010.0,96935.0,105011.0,109392.0,109416.0,140464.0,147190.0,154911.0,69841.0,56981.0,49356.0,84478.0,55655.0,103116.0,130138.0,113276.0,111808.0,125307.0,66573.0,67402.0,120073.0,148469.0,101956.0,50279.0,84904.0,79907.0,89877.0,108776.0,109913.0,93998.0,60179.0,127486.0,115787.0,134662.0,160808.0,185273.0,189772.0,162016.0,188707.0,186504.0,210069.0,171560.0,230863.0,210093.0,205901.0,257719.0,234960.0,195125.0,189938.0,0.0,0.0,0.0,0.0
FI,p01.c,FIN,273630.0,191397.0,282340.0,249924.0,333452.0,307754.0,347997.0,365951.0,402134.0,455081.0,493303.0,475651.0,433828.0,421649.0,517687.0,627360.0,487471.0,518787.0,566388.0,550806.0,403031.0,548713.0,620057.0,589649.0,590756.0,557165.0,356854.0,476224.0,619766.0,689570.0,556153.0,441760.0,554256.0,568084.0,551123.0,607448.0,624026.0,443380.0,488524.0,666698.0,591446.0,622698.0,578410.0,531824.0,609681.0,582971.0,625616.0,643513.0,631823.0,426722.0,505229.0,518417.0,594726.0,572864.0,507638.0,514243.0,492637.0,0.0,0.0,0.0,0.0
FI,p01.d,FIN,344599.0,307903.0,375256.0,296097.0,376753.0,329431.0,296078.0,291442.0,265312.0,360488.0,280868.0,248932.0,235848.0,228932.0,269234.0,335063.0,275271.0,303232.0,284429.0,295566.0,236695.0,280344.0,339178.0,309403.0,271092.0,290951.0,195358.0,310081.0,345799.0,323298.0,275743.0,282288.0,302721.0,304439.0,313595.0,308707.0,312445.0,247338.0,312717.0,314674.0,297431.0,310682.0,263302.0,264150.0,304789.0,255796.0,289722.0,283073.0,312020.0,281569.0,300441.0,244364.0,285221.0,279435.0,264779.0,279043.0,281160.0,0.0,0.0,0.0,0.0
FI,p01.e,FIN,3019.0,3714.0,3761.0,4091.0,3150.0,1317.0,4326.0,2774.0,3808.0,4796.0,4420.0,3997.0,7476.0,7805.0,12131.0,10485.0,16409.0,22663.0,21628.0,41188.0,32489.0,45278.0,47582.0,40294.0,41987.0,58255.0,42175.0,56939.0,58913.0,55011.0,44620.0,62346.0,59901.0,50732.0,60136.0,42034.0,43680.0,30044.0,41517.0,33336.0,47394.0,48334.0,44009.0,35169.0,49651.0,69681.0,53365.0,41799.0,65778.0,83927.0,54118.0,34417.0,37708.0,29198.0,40106.0,44150.0,42927.0,0.0,0.0,0.0,0.0
FI,p01.f,FIN,21488.0,17274.0,21447.0,20303.0,19198.0,21539.0,20366.0,18194.0,15881.0,20286.0,21836.0,31188.0,28597.0,29638.0,29657.0,27701.0,26156.0,34019.0,32978.0,42410.0,32059.0,35621.0,44991.0,38791.0,34834.0,39715.0,21963.0,47328.0,46631.0,53000.0,49128.0,49420.0,46923.0,51676.0,52294.0,42240.0,64071.0,42023.0,55219.0,49278.0,52067.0,50235.0,42037.0,50103.0,55653.0,44850.0,31711.0,22048.0,26335.0,25539.0,31833.0,18783.0,22632.0,29506.0,19151.0,20427.0,20272.0,0.0,0.0,0.0,0.0
FI,p01.k,FIN,52865.0,54980.0,59209.0,62941.0,65055.0,69658.0,68633.0,67170.0,69409.0,81226.0,89808.0,91674.0,96028.0,95903.0,99760.0,106850.0,106228.0,95033.0,94162.0,97894.0,98889.0,101998.0,102745.0,111079.0,109337.0,104486.0,100506.0,95406.0,94038.0,95033.0,83216.0,83962.0,86699.0,89186.0,92918.0,88067.0,82967.0,79484.0,73315.0,72767.0,70304.0,68040.0,69906.0,72021.0,72394.0,70528.0,70901.0,72518.0,67045.0,76499.0,78116.0,77370.0,83216.0,83465.0,88876.0,90269.0,91488.0,0.0,0.0,0.0,0.0
FI,p01.l,FIN,2736.0,2736.0,3040.0,3192.0,3344.0,2736.0,3496.0,3344.0,2584.0,2432.0,2584.0,2584.0,1824.0,1824.0,2280.0,2280.0,2280.0,2280.0,2280.0,2280.0,2280.0,2280.0,2280.0,19322.0,20872.0,17726.0,18242.0,18242.0,18850.0,6081.0,6385.0,4561.0,4865.0,4257.0,4105.0,3040.0,3040.0,3344.0,3192.0,3040.0,3648.0,3953.0,3801.0,4409.0,4257.0,4217.0,4137.0,4224.0,4246.0,4270.0,4257.0,4360.0,4508.0,4352.0,4163.0,4081.0,4011.0,0.0,0.0,0.0,0.0
FI,p01.n,FIN,3016266.0,3032580.0,3127794.0,3184308.0,3136950.0,3070366.0,2962500.0,2993046.0,2995792.0,2755006.0,2741106.0,2734864.0,2668946.0,2624834.0,2630660.0,2725376.0,2689172.0,2684094.0,2697994.0,2725960.0,2655046.0,2638400.0,2693458.0,2683096.0,2566074.0,2555836.0,2445306.0,2291214.0,2291298.0,2344468.0,2135910.0,2060246.0,2049338.0,2090480.0,2053870.0,2023522.0,2049824.0,2036930.0,2000190.0,2039226.0,2105394.0,2107434.0,2057196.0,2038336.0,2025152.0,2008332.0,1960574.0,1923376.0,1940950.0,1944470.0,1914888.0,1911546.0,1937436.0,1997530.0,2027362.0,2022160.0,2002322.0,997881.0,988094.0,1001477.0,963328.0
FR,0,FRA,175978341.0,204091747.0,190052193.0,190357980.0,201756001.0,192165372.0,204519476.0,210988105.0,197279995.0,213738812.0,211500234.0,206999242.0,229370078.0,229341274.0,215132289.0,217202080.0,207352324.0,224219072.0,245274289.0,243337608.0,232908804.0,251199103.0,239879412.0,256749200.0,252554591.0,249936837.0,257389585.0,249672926.0,247977092.0,254220812.0,246012578.0,258038380.0,243671548.0,247131093.0,253054192.0,267978756.0,269577873.0,270090846.0,271973584.0,260140019.0,249979618.0,261780077.0,240829276.0,260982639.0,250728252.0,239677749.0,237171041.0,248184360.0,251320667.0,244968711.0,251073766.0,242121153.0,238128196.0,253102304.0,252593003.0,236609267.0,249468021.0,225369884.0,226733758.0,217137897.0,223698442.0
FR,p01.a,FRA,52282.0,50929.0,45908.0,47671.0,38258.0,40022.0,45751.0,33167.0,37304.0,35462.0,29921.0,16210.0,27113.0,19260.0,16581.0,11889.0,9429.0,14387.0,11732.0,9894.0,7860.0,10598.0,14861.0,13922.0,24074.0,23472.0,23269.0,29290.0,41385.0,47437.0,44989.0,49954.0,51246.0,50256.0,49785.0,47037.0,49700.0,44513.0,43118.0,45348.0,40206.0,41151.0,41736.0,45016.0,40009.0,37066.0,38057.0,43613.0,53628.0,46995.0,50995.0,48528.0,31599.0,32651.0,31621.0,31402.0,36191.0,0.0,0.0,0.0,0.0
